UTC:,2022-04-12 04:06:53.393596
time_pc [s],Mass [g],time_mcu[ms],data [mV]:
2.0188772678375244,b'',2516,10553,10501,10538,10531,10501,10589,10707,11601,23647,6608,25422,13646,10912,10428,10318,10773,
5.1229612827301025,b'-5',2531,10530,10538,10553,10443,10443,10391,10413,10787,11432,26140,6894,31698,14204,10817,10457,10882,
8.889987707138062,b'-495',2546,10824,10795,10831,10692,10604,10516,10575,10934,11161,11880,32196,7503,36852,15311,11227,11308,
