UTC:,2022-04-12 04:28:07.127463
time_pc [s],Mass [g],time_mcu[ms],data [mV]:
0.01171112060546875,0,17560,12305,25671,6872,25172,14050,11315,10831,10993,10927,10736,10795,10905,10699,10685,10663,11513,
0.027089357376098633,0,17575,11256,12246,25817,6755,24160,13192,10956,11022,10949,10787,10721,10926,10574,10604,10560,11249,
0.041741132736206055,0,17589,10860,11117,12239,24967,6718,22327,12730,11154,10890,10758,10641,10809,10582,10560,10486,11066,
0.056046485900878906,0,17604,10729,10758,11110,11498,23215,6491,20912,12891,11205,10912,10728,10846,10457,10516,10391,10971,
0.07121610641479492,0,17619,10655,10751,10868,11007,11425,21682,6484,20927,13170,11315,10875,10934,10575,10523,10486,10890,
0.08614635467529297,0,17634,10772,10765,10861,10846,10927,11344,21514,6359,21213,13141,11264,11176,10706,10611,10479,10971,
0.10098028182983398,0,17649,10721,10758,10816,10773,10831,10956,11638,21865,6462,22995,13280,11608,10824,10626,10464,10971,
0.10697436332702637,0,17663,10743,10670,10794,10677,10714,10684,10890,11843,23889,6689,25509,13859,11139,10677,10523,10949,
0.1305234432220459,0,17678,10787,10648,10772,10633,10714,10597,10626,11051,11711,26199,6931,31815,14497,11059,10677,11088,
0.14543676376342773,0,17693,11007,10949,11073,10905,10875,10780,10809,11146,11403,12070,32335,7635,37013,15516,11469,11491,
0.15568280220031738,0,17708,11073,10860,10956,10846,10780,10641,10619,10912,10941,11029,12158,37790,8119,29491,13742,11608,
0.17159700393676758,0,17723,11051,10846,10780,10677,10721,10553,10406,10685,10758,10773,10934,12488,30114,7342,27210,13698,
0.1872563362121582,0,17738,11777,11095,10978,10795,10677,10545,10487,10670,10714,10582,10765,11293,11520,27907,7188,28068,
0.20288491249084473,0,17752,30378,13691,11374,10993,10743,10597,10435,10677,10663,10582,10648,10956,10839,11264,28376,7210,
0.20288491249084473,0,A
0.21845531463623047,0,17767,4600,24322,13852,11388,10927,10641,10552,10787,10648,10626,10663,10905,10670,10868,11366,28501,
0.23414111137390137,0,17782,26866,6799,25297,13940,11344,10780,10589,10765,10736,10663,10670,10787,10545,10655,10787,11843,
0.24944067001342773,0,17797,12305,25781,6828,25114,14021,11322,10802,10956,10861,10692,10824,11022,10648,10626,10677,11454,
0.24944067001342773,0,17812,11264,12276,25869,6865,24087,13214,11088,11036,10839,10736,10721,10949,10655,10589,10560,11176,
0.2653195858001709,0,17826,10927,11132,12254,24600,6799,22327,12708,11205,10912,10714,10751,10861,10582,10553,10494,11029,
0.28098011016845703,0,17841,10802,10912,11139,11623,23185,6535,20978,12833,11205,10846,10728,10772,10575,10516,10442,10985,
0.296616792678833,0,17856,10721,10692,10831,10956,11359,21865,6381,20964,13199,11308,10831,10919,10619,10501,10465,11007,
0.3122575283050537,0,17871,10729,10780,10809,10831,10963,11388,21528,6403,21162,13097,11205,11176,10714,10582,10545,10934,
0.3278801441192627,0,17886,10728,10736,10772,10743,10860,10971,11630,22071,6425,23039,13228,11630,10831,10648,10538,10978,
0.3434891700744629,0,17901,10729,10699,10758,10685,10721,10743,10897,11762,23603,6645,25495,13801,11051,10655,10560,11007,
0.35910916328430176,0,17915,10809,10721,10787,10692,10655,10567,10560,11051,11652,26045,6946,31896,14343,11081,10633,11080,
0.37472057342529297,0,17930,11073,10963,11066,10912,10824,10773,10795,11037,11366,12055,32372,7606,37028,15523,11461,11491,
0.39029455184936523,0,17945,11073,10927,10927,10846,10802,10699,10641,10897,10934,11081,12166,37614,8177,29483,13778,11579,
0.4057948589324951,0,17960,11059,10853,10861,10677,10604,10582,10464,10677,10721,10633,11000,12452,29938,7400,27247,13683,
0.42157983779907227,0,17975,11806,11081,10963,10758,10677,10538,10450,10699,10633,10626,10729,11352,11557,27804,7136,28083,
0.43689489364624023,0,17989,30503,13683,11374,10949,10765,10545,10516,10655,10707,10604,10721,10963,10824,11183,28164,7136,
0.43689489364624023,0,A
0.45248866081237793,0,18004,4600,24285,13896,11440,10993,10670,10472,10765,10655,10618,10611,10927,10692,10802,11366,28633,
0.4684262275695801,0,18019,26924,6828,25172,13947,11337,10787,10575,10743,10707,10663,10560,10817,10611,10567,10736,11902,
0.4840583801269531,0,18034,12312,25986,6902,25194,13984,11315,10758,10927,10897,10773,10802,11015,10707,10633,10655,11469,
0.4996974468231201,0,18049,11271,12239,25905,6894,24204,13170,10971,11000,10882,10765,10699,10912,10582,10663,10641,11242,
0.5153229236602783,0,18064,10860,11117,12158,24879,6806,22342,12745,11183,10919,10765,10706,10831,10589,10545,10472,11110,
0.5308043956756592,0,18078,10729,10787,11117,11579,23178,6557,20934,12855,11161,10802,10729,10824,10464,10523,10413,10949,
0.5308043956756592,0,18093,10772,10728,10861,10985,11381,21807,6418,20979,13126,11315,10941,10978,10611,10523,10428,10919,
0.5462162494659424,0,18108,10677,10706,10809,10795,11022,11374,21404,6374,21206,13111,11183,11212,10677,10509,10479,10985,
