UTC:,ykdhf,,,,,,,,,,,,,,,,,
time_pc [s],Mass [g],time_mcu[ms],data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:
2.963490725,0,67870,25260,6623,24615,12136,9255,8676,8522,8661,8602,8500,8646,9042,8419,8441,8573,9753
2.979084492,0,67885,10171,24923,6770,24028,12158,9292,8793,8983,8830,8661,8793,9240,8632,8470,8580,9372
2.994705915,0,67900,9203,10355,24446,6828,22643,11161,8969,8918,8844,8683,8749,9137,8470,8441,8426,9123
3.010332108,0,67914,8734,9079,10296,22995,6682,20465,10626,9064,8844,8646,8712,9071,8375,8375,8287,8932
3.0262959,0,67929,8551,8683,9020,9431,21081,6337,18955,10780,9174,8719,8727,8991,8360,8382,8287,8837
3.041902304,0,67944,8558,8602,8793,8815,9292,19527,6191,19248,11176,9255,8918,9270,8485,8412,8360,8830
3.057491779,0,67959,8624,8690,8844,8734,8822,9343,19365,6242,19453,10992,9160,9519,8617,8404,8353,8881
3.072849035,0,67973,8544,8646,8778,8617,8683,8859,9629,20304,6300,21521,11256,10054,8661,8397,8345,8895
3.088788986,0,67988,8587,8639,8617,8522,8536,8514,8866,9797,22100,6403,24615,12613,8998,8492,8360,8888
3.104408503,0,68003,8551,8631,8690,8536,8580,8441,8544,8962,9511,25084,6814,38421,13625,8925,8522,8961
3.119961977,0,68018,9071,9108,9203,9035,8925,8874,8940,9336,9717,10684,38480,8331,48378,15729,9775,9673
3.13565135,0,68033,8947,8932,8925,8749,8727,8631,8602,8852,8984,9013,10641,48627,9336,29740,12099,9511
3.150996208,0,68047,8925,8800,8712,8587,8544,8507,8360,8661,8617,8536,8940,11388,30004,7312,26221,11615
3.166540623,0,68062,9665,9035,8910,8749,8580,8412,8367,8624,8588,8477,8793,9651,9453,26705,6990,27783
3.182469368,0,68077,30239,11748,9313,8793,8661,8478,8412,8661,8573,8478,8653,9247,8734,9167,27826,7070
3.182469368,0,A,,,,,,,,,,,,,,,,
3.197992802,0,68092,4600,22804,12063,9431,8837,8602,8448,8661,8617,8521,8734,9145,8536,8631,9306,28325
3.213750601,0,68107,24982,6594,24703,12136,9277,8676,8551,8749,8558,8558,8698,9072,8544,8499,8632,9753
3.229183435,0,68122,10296,24813,6799,24131,12232,9336,8852,8991,8844,8690,8793,9269,8566,8543,8668,9416
3.229183435,0,68136,9328,10399,24593,6660,22665,11197,9005,8976,8866,8712,8741,9079,8558,8529,8441,9116
3.244647026,0,68151,8742,9108,10362,23156,6564,20568,10685,9145,8910,8668,8742,9042,8470,8346,8404,8888
3.260576487,0,68166,8558,8749,9071,9475,21052,6374,18962,10787,9101,8734,8742,9079,8390,8360,8316,8859
3.276234388,0,68181,8544,8668,8874,8874,9343,19336,6169,19182,11168,9365,8947,9306,8514,8353,8397,8859
3.291847229,0,68195,8602,8676,8808,8734,8910,9372,19461,6300,19424,11088,9196,9577,8588,8463,8353,8881
3.307421923,0,68210,8617,8639,8742,8668,8720,8844,9651,20179,6374,21587,11234,10032,8771,8500,8331,8976
3.3328619,0,68225,8588,8617,8690,8558,8551,8617,8859,9709,22027,6564,24762,12664,8932,8470,8375,8896
3.347635984,0,68240,8646,8602,8727,8544,8544,8470,8485,8932,9519,25194,6792,38429,13654,8991,8617,8969
3.356548309,0,68255,9079,9072,9255,8998,8932,8859,8962,9372,9643,10560,38597,8361,48443,15751,9805,9643
3.372528553,0,68269,9042,8903,8976,8800,8793,8661,8683,8940,8947,9057,10589,48854,9556,29755,12077,9504
3.387791872,0,68284,8925,8800,8771,8617,8617,8470,8411,8580,8602,8551,8940,11425,30084,7386,26206,11564
3.40341258,0,68299,9629,9057,8918,8690,8617,8463,8360,8610,8551,8514,8734,9570,9453,26917,7034,27768
3.41925478,0,68314,30246,11806,9365,8866,8668,8441,8426,8639,8551,8536,8705,9218,8705,9086,27438,7063
3.41925478,0,A,,,,,,,,,,,,,,,,
3.434989691,0,68329,4600,22885,12026,9423,8881,8617,8470,8617,8595,8492,8632,9159,8558,8690,9299,28017
3.450294018,0,68343,25099,6638,24637,12085,9335,8719,8507,8727,8646,8485,8727,9079,8390,8448,8580,9702
3.466100693,0,68358,10325,24886,6858,24043,12202,9299,8852,8984,8859,8764,8749,9306,8595,8551,8639,9489
3.466100693,0,68373,9255,10318,24329,6843,22731,11124,8903,9079,8822,8720,8793,9211,8521,8514,8477,9130
3.481803179,0,68388,8815,9130,10303,23251,6594,20575,10677,9116,8910,8676,8749,9042,8434,8368,8367,8918
3.497457981,0,68403,8602,8771,9086,9409,21147,6410,19058,10868,9181,8786,8771,9079,8433,8375,8338,8910
3.513104916,0,68417,8595,8639,8852,8888,9299,19593,6147,19212,11191,9269,8954,9277,8477,8331,8324,8859
3.528736353,0,68432,8654,8727,8881,8712,8895,9350,19490,6271,19505,11073,9240,9497,8566,8448,8353,8947
3.544346571,0,68447,8617,8698,8771,8763,8756,8874,9753,19974,6278,21440,11256,10069,8727,8441,8419,8910
3.559632301,0,68462,8580,8595,8654,8536,8646,8639,8874,9783,22225,6396,24798,12694,9013,8566,8426,8903
3.575251102,0,68477,8639,8683,8675,8507,8522,8478,8514,8918,9497,25143,6887,38362,13639,8954,8595,9006
3.592631817,0,68491,9094,9006,9218,9064,8984,8859,8932,9431,9805,10575,38252,8317,48444,15809,9827,9629
3.608574629,0,68506,9072,8969,9005,8778,8763,8727,8602,8976,8895,9130,10655,48883,9512,29732,12114,9548
3.624152422,0,68521,9020,8749,8837,8631,8573,8441,8294,8602,8602,8580,9006,11396,30121,7342,26162,11616
3.639495373,0,68536,9709,9115,8947,8676,8602,8448,8375,8536,8551,8536,8852,9651,9526,26807,6946,27709
3.655464888,0,68551,30378,11799,9372,8851,8632,8470,8434,8668,8588,8485,8705,9255,8734,9086,27518,7107
3.655464888,0,A,,,,,,,,,,,,,,,,
3.6707654,0,68566,4600,22863,12004,9372,8910,8565,8463,8683,8624,8580,8727,9123,8580,8675,9328,28354
3.686358929,0,68580,25187,6652,24644,12173,9328,8720,8507,8719,8683,8558,8676,9028,8397,8419,8631,9782
3.701981068,0,68595,10332,25048,6880,24028,12209,9350,8837,8998,8822,8690,8793,9313,8610,8500,8661,9482
3.701981068,0,68610,9328,10325,24476,6762,22628,11161,8940,9013,8881,8653,8778,9174,8470,8448,8463,9167
3.717601538,0,68625,8749,9079,10281,23273,6696,20553,10611,9138,8903,8668,8690,8984,8485,8404,8397,8896
3.733223677,0,68640,8587,8683,9042,9394,21118,6308,18904,10853,9189,8808,8756,9086,8404,8309,8353,8844
3.748843908,0,68654,8653,8698,8785,8830,9284,19431,6242,19263,11220,9306,8903,9269,8529,8434,8382,8896
3.764466286,0,68669,8631,8683,8829,8786,8874,9387,19439,6249,19512,11080,9255,9431,8609,8470,8448,8874
3.780087948,0,68684,8580,8595,8749,8653,8727,8910,9687,20084,6183,21536,11242,9988,8749,8478,8353,8866
3.795707464,0,68699,8573,8646,8617,8544,8617,8536,8852,9709,21939,6476,24732,12716,9057,8507,8434,8888
3.811329126,0,68713,8661,8610,8734,8529,8536,8492,8514,8925,9533,25216,6843,38362,13647,8991,8565,8940
3.826950073,0,68728,9094,9101,9262,9050,8939,8859,8896,9372,9724,10567,38289,8353,48356,15743,9804,9636
3.850850582,0,68743,9020,8896,8998,8808,8785,8727,8624,8881,8881,9057,10619,48473,9534,29652,12085,9534
3.865050793,0,68758,8954,8727,8749,8573,8624,8470,8309,8536,8558,8602,8903,11359,30121,7305,26213,11659
3.873185396,0,68773,9658,9005,8918,8653,8668,8478,8346,8580,8544,8595,8705,9680,9511,26595,7004,27665
3.888847589,0,68787,30261,11835,9336,8851,8742,8529,8353,8610,8558,8478,8683,9233,8602,9064,27504,7063
3.888847589,0,A,,,,,,,,,,,,,,,,
3.904567003,0,68802,4600,22892,12033,9446,8888,8500,8389,8654,8580,8522,8683,9123,8566,8573,9248,28274
3.920187712,0,68817,25231,6506,24608,12143,9299,8661,8551,8712,8646,8544,8595,9050,8514,8411,8558,9731
3.935701132,0,68832,10215,25092,6843,24051,12188,9336,8859,8962,8844,8683,8837,9277,8661,8507,8624,9387
3.951292753,0,68847,9233,10362,24461,6784,22694,11154,8932,8991,8807,8719,8786,9123,8485,8441,8463,9160
3.967235804,0,68861,8734,9020,10318,22899,6506,20531,10648,9145,8837,8668,8690,9013,8360,8412,8338,8888
3.982535362,0,68876,8654,8705,9101,9387,21074,6403,18948,10824,9145,8830,8668,8961,8456,8353,8301,8866
3.998512268,0,68891,8588,8661,8786,8815,9314,19483,6213,19124,11220,9211,8939,9211,8492,8375,8360,8829
3.998512268,0,68906,8536,8631,8786,8668,8830,9292,19600,6213,19446,11117,9233,9446,8631,8448,8353,8822
4.014057398,0,68921,8602,8632,8712,8719,8734,8822,9672,19996,6264,21602,11234,10083,8720,8448,8338,8910
4.029680967,0,68935,8536,8610,8690,8580,8551,8602,8830,9819,22063,6506,24820,12628,9005,8500,8397,8866
4.045352459,0,68950,8624,8631,8690,8543,8499,8463,8529,8910,9541,25099,6843,38355,13742,8991,8566,8947
4.060981989,0,68965,9116,9094,9240,9050,8940,8866,8940,9416,9695,10633,38406,8361,48436,15677,9717,9621
4.076611757,0,68980,9028,8962,8991,8808,8734,8632,8609,8866,8925,9086,10626,48649,9402,29733,12085,9512
4.092226982,0,68995,8969,8807,8720,8602,8639,8456,8412,8565,8566,8544,8961,11256,29974,7356,26265,11645
4.107792616,0,69009,9577,9042,8932,8639,8566,8456,8375,8617,8522,8551,8778,9599,9467,26682,7041,27658
4.123329401,0,69024,30290,11806,9343,8800,8675,8470,8367,8632,8595,8595,8712,9181,8624,9072,27474,7107
4.123329401,0,A,,,,,,,,,,,,,,,,
4.139088869,0,69039,4600,22907,11946,9490,8800,8610,8485,8683,8573,8522,8697,9123,8507,8683,9226,28384
4.154733658,0,69054,25333,6579,24644,12195,9292,8734,8470,8734,8580,8529,8705,8998,8492,8441,8609,9761
4.170354366,0,69069,10164,25070,6850,24116,12188,9255,8778,8932,8800,8727,8830,9306,8676,8500,8646,9445
4.185971737,0,69083,9233,10325,24468,6792,22716,11168,8940,8962,8800,8617,8756,9145,8565,8463,8419,9123
4.201601028,0,69098,8808,9035,10237,22965,6564,20487,10663,9211,8866,8697,8690,9116,8353,8389,8360,8954
4.216884613,0,69113,8529,8734,9013,9387,21066,6403,19021,10772,9130,8786,8786,9020,8411,8382,8309,8837
4.232763767,0,69128,8544,8610,8800,8778,9240,19739,6249,19219,11132,9269,8969,9152,8470,8412,8331,8859
4.248096466,0,69143,8639,8646,8771,8727,8888,9321,19703,6191,19439,11102,9247,9621,8580,8390,8360,8852
4.263755083,0,69157,8609,8595,8786,8698,8741,8852,9695,20106,6256,21470,11293,9995,8771,8514,8455,8918
4.27969265,0,69172,8624,8565,8646,8551,8580,8639,8852,9753,22064,6476,24732,12738,8976,8470,8382,8910
4.27969265,0,69187,8646,8595,8624,8595,8522,8448,8544,8925,9548,25004,6872,38421,13654,8976,8514,8947
4.294988394,0,69202,9101,9116,9269,9072,8925,8808,8932,9343,9746,10633,38692,8221,48319,15758,9753,9555
4.310870409,0,69217,9013,8896,8969,8830,8749,8661,8661,8910,8954,9079,10640,48773,9439,29689,11997,9533
4.32654357,0,69231,8918,8800,8727,8609,8507,8448,8426,8573,8544,8587,9005,11286,30055,7386,26206,11601
4.342146873,0,69246,9672,9042,8866,8654,8602,8477,8375,8617,8507,8536,8690,9599,9467,26602,6924,27841
4.357714653,0,69261,30239,11762,9335,8785,8712,8485,8426,8631,8536,8441,8661,9152,8719,9006,27599,7129
4.357714653,0,A,,,,,,,,,,,,,,,,
4.383485317,0,69276,4600,22782,11953,9446,8815,8566,8426,8661,8536,8558,8756,9064,8558,8588,9284,28244
4.39845705,0,69291,25319,6616,24556,12254,9233,8661,8492,8720,8639,8507,8720,8940,8434,8456,8566,9768
4.407016516,0,69305,10237,24989,6777,24058,12195,9292,8830,8984,8866,8675,8808,9314,8624,8646,8580,9460
4.422994375,0,69320,9240,10325,24688,6674,22687,11095,8961,9006,8822,8675,8749,9196,8492,8441,8448,9123
4.438527346,0,69335,8822,9049,10281,23259,6542,20524,10648,9137,8896,8668,8727,9094,8463,8375,8375,8947
4.453909159,0,69350,8566,8698,9028,9438,21162,6330,19006,10706,9160,8741,8764,9013,8404,8331,8294,8800
4.469501972,0,69365,8558,8705,8815,8778,9248,19805,6198,19160,11183,9247,8940,9277,8485,8301,8331,8866
4.485452175,0,69379,8624,8727,8749,8778,8844,9365,19468,6169,19453,11051,9138,9555,8624,8426,8375,8866
4.500744343,0,69394,8646,8639,8741,8697,8683,8844,9614,20267,6147,21528,11278,10025,8712,8478,8360,8852
4.516697168,0,69409,8617,8602,8610,8543,8573,8580,8859,9819,22188,6542,24798,12606,9123,8507,8404,8881
4.516697168,0,69424,8602,8595,8661,8566,8565,8456,8536,8874,9533,24916,6784,38399,13595,9028,8595,8940
4.531986952,0,69439,9108,9094,9226,9042,8903,8822,8896,9394,9636,10633,38516,8280,48297,15751,9775,9672
4.547910213,0,69453,9050,8940,8976,8808,8808,8646,8646,8903,8895,9035,10670,48568,9380,29755,12055,9599
4.563564777,0,69468,9013,8712,8756,8580,8566,8426,8346,8580,8529,8573,9020,11256,30326,7327,26140,11623
4.57919383,0,69483,9673,9013,8896,8690,8587,8470,8404,8602,8565,8492,8749,9643,9482,26551,6946,27746
4.596280575,0,69498,30253,11733,9335,8830,8676,8463,8360,8617,8595,8485,8690,9204,8741,9050,27504,7070
4.596280575,0,A,,,,,,,,,,,,,,,,
4.612257719,0,69513,4600,22797,12026,9394,8874,8551,8463,8683,8558,8507,8683,9204,8536,8632,9269,28186
4.627876997,0,69527,25370,6586,24688,12239,9291,8734,8455,8661,8624,8558,8719,9035,8477,8456,8573,9753
4.643491507,0,69542,10237,25018,6711,24080,12151,9343,8888,8976,8815,8668,8808,9277,8617,8565,8624,9423
4.659098864,0,69557,9218,10303,24637,6733,22591,11176,9006,8962,8800,8654,8771,9189,8544,8419,8419,9145
4.675898314,0,69572,8690,9086,10354,22987,6740,20502,10692,9167,8851,8683,8742,9042,8404,8316,8390,8991
4.685743332,0,69587,8632,8683,9072,9416,21030,6374,19006,10824,9167,8786,8837,9138,8470,8404,8353,8815
4.701719046,0,69601,8624,8661,8852,8910,9277,19688,6191,19160,11176,9313,8961,9203,8441,8302,8346,8793
4.717346668,0,69616,8602,8668,8778,8778,8925,9394,19483,6256,19431,11007,9292,9445,8624,8360,8382,8910
4.738934278,0,69631,8632,8690,8808,8661,8712,8844,9702,20025,6271,21580,11300,10127,8727,8500,8353,8910
4.744030714,0,69646,8573,8587,8654,8529,8580,8639,8888,9658,21917,6506,24755,12701,8940,8536,8316,8844
4.759992838,0,69661,8653,8639,8742,8573,8543,8470,8478,8903,9599,25011,6726,38208,13595,8969,8529,9006
4.775592089,0,69675,9064,9130,9291,9042,8888,8896,8976,9372,9687,10589,38479,8243,48561,15780,9731,9636
4.790894747,0,69690,9057,8910,8984,8793,8764,8675,8595,8896,8939,8998,10655,48693,9453,29704,12019,9614
4.806515455,0,69705,8940,8741,8822,8580,8624,8470,8353,8617,8580,8551,8940,11330,29945,7210,26111,11645
4.822167397,0,69720,9643,9064,8932,8639,8602,8485,8404,8602,8544,8522,8764,9643,9438,26631,7092,27753
4.837757826,0,69735,30202,11784,9357,8881,8698,8514,8368,8587,8529,8441,8705,9255,8800,9137,27548,7144
4.837757826,0,A,,,,,,,,,,,,,,,,
4.85337925,0,69749,4600,22877,11997,9379,8940,8602,8485,8705,8595,8617,8632,9071,8639,8639,9321,28318
4.869000435,0,69764,25289,6601,24622,12158,9336,8719,8500,8675,8544,8514,8632,9064,8470,8485,8639,9805
4.884621382,0,69779,10267,24593,6850,24095,12232,9372,8859,9013,8786,8712,8800,9292,8500,8536,8617,9482
4.900574207,0,69794,9284,10384,24659,6740,22657,11183,8939,8932,8800,8668,8712,9189,8580,8433,8492,9137
4.915534019,0,69809,8800,9049,10281,23017,6498,20568,10751,9167,8837,8683,8712,9101,8367,8434,8441,8918
4.923569202,0,69823,8668,8617,9145,9475,21176,6572,19036,10897,9196,8771,8785,9035,8360,8345,8338,8888
4.939190865,0,69838,8536,8661,8881,8859,9277,19483,6249,19226,11256,9255,9042,9306,8536,8389,8368,8940
4.954811573,0,69853,8639,8749,8800,8822,8866,9299,19497,6022,19424,11124,9247,9504,8617,8412,8411,8991
4.969708204,0,69868,8617,8719,8808,8683,8756,8910,9746,20010,6264,21492,11344,10083,8705,8397,8426,8991
4.985334396,0,69883,8595,8573,8712,8639,8580,8573,8800,9695,22130,6388,24784,12620,8954,8492,8389,8881
5.002556801,0,69897,8668,8697,8683,8609,8558,8500,8500,8910,9511,25143,6770,38333,13603,9072,8565,8939
5.019937038,0,69912,9196,9167,9247,9057,8881,8881,8947,9402,9621,10604,38502,8317,48319,15810,9775,9658
5.025672913,0,69927,9027,8969,8998,8837,8778,8690,8676,8940,8984,9057,10692,49162,9475,29740,11997,9519
5.041429043,0,69942,8969,8786,8793,8580,8617,8448,8434,8654,8565,8602,8984,11322,30187,7393,26243,11718
5.056945562,0,69957,9731,9057,8984,8712,8661,8478,8397,8646,8536,8441,8793,9614,9467,26712,6880,27628
5.072889805,0,69971,30231,11814,9380,8896,8719,8588,8434,8595,8566,8588,8749,9182,8698,9108,27621,7114
5.072889805,0,A,,,,,,,,,,,,,,,,
5.088516474,0,69986,4600,23002,12004,9424,8873,8617,8499,8705,8653,8521,8837,9174,8668,8639,9277,28127
5.104134083,0,[0;31mE (70317) task_wdt: Task watchdog got triggered. The following tasks did not reset the watchdog in time:[0m,,,,,,,,,,,,,,,,
5.104134083,0,[0;31mE (70317) task_wdt:  - IDLE (CPU 0)[0m,,,,,,,,,,,,,,,,
5.104134083,0,[0;31mE (70317) task_wdt: Tasks currently running:[0m,,,,,,,,,,,,,,,,
5.119744778,0,[0;31mE (70317) task_wdt: CPU 0: main[0m,,,,,,,,,,,,,,,,
5.119744778,0,[0;31mE (70317) task_wdt: CPU 1: IDLE[0m,,,,,,,,,,,,,,,,
5.119744778,0,[0;31mE (70317) task_wdt: Print CPU 0 (current core) backtrace[0m,,,,,,,,,,,,,,,,
5.119744778,0,,,,,,,,,,,,,,,,,
5.119744778,0,,,,,,,,,,,,,,,,,
5.150643826,0,Backtrace:0x400D9DDB:0x3FFB0B800x40082749:0x3FFB0BA0 0x4000BFED:0x3FFB5BA0 0x4008881A:0x3FFB5BB0 0x40081F10:0x3FFB5BD0 0x40083215:0x3FFB5BF0 0x400D8EB6:0x3FFB5C10 0x400D8C61:0x3FFB5C30 0x400D8CD7:0x3FFB5C70 0x400D510C:0x3FFB5CA0 0x400E86FC:0x3FFB5EB0 0x40088569:0x3FFB5ED0 ,,,,,,,,,,,,,,,,
5.150643826,0,,,,,,,,,,,,,,,,,
5.150643826,0,[0;31mE (70317) task_wdt: Print CPU 1 backtrace[0m,,,,,,,,,,,,,,,,
5.150643826,0,,,,,,,,,,,,,,,,,
5.150643826,0,,,,,,,,,,,,,,,,,
5.166529179,0,Backtrace:0x40084949:0x3FFB11800x40082749:0x3FFB11A0 0x4000BFED:0x3FFB7430 0x4008881A:0x3FFB7440 0x400DA038:0x3FFB7460 0x400DA043:0x3FFB7490 0x400D1AF9:0x3FFB74B0 0x40087002:0x3FFB74D0 0x40088569:0x3FFB74F0 ,,,,,,,,,,,,,,,,
5.166529179,0,,,,,,,,,,,,,,,,,
5.182184219,0,70053,24938,6696,24549,12173,9314,8756,8536,8727,8690,8514,8580,8896,8397,8353,8426,9629
5.182184219,0,70089,10303,25070,6689,24226,12239,9328,8866,8947,8822,8654,8844,9350,8639,8492,8676,9519
5.197801828,0,70103,9203,10465,24505,6740,22731,11161,8940,9072,8874,8720,8778,9247,8536,8500,8536,9189
5.213454485,0,70118,8822,9138,10347,23105,6594,20634,10677,9101,8830,8683,8771,9064,8426,8456,8441,8991
5.229100466,0,70133,8646,8756,9101,9475,21118,6322,19036,10853,9138,8822,8829,9101,8433,8345,8360,8837
5.244720221,0,70148,8631,8727,8859,8822,9321,19527,6191,19204,11169,9314,9006,9358,8419,8397,8419,8932
5.260335922,0,70163,8741,8661,8874,8756,8932,9438,19578,6256,19446,11139,9270,9607,8654,8529,8375,8947
5.275943995,0,70177,8573,8697,8874,8661,8778,8918,9599,19996,6213,21682,11330,10025,8881,8470,8390,8896
5.291489601,0,70192,8602,8668,8749,8573,8566,8668,8998,9797,21887,6462,24725,12664,9137,8543,8390,8866
5.307221174,0,70207,8668,8654,8683,8602,8536,8514,8573,8859,9541,25289,6894,38238,13786,9005,8551,8984
5.326282501,0,70222,9145,9159,9299,9035,8969,8888,8998,9409,9724,10670,38575,8265,48561,15743,9812,9621
5.342222691,0,70237,9057,8896,9013,8881,8778,8734,8668,8954,8932,9042,10648,48949,9439,29791,12158,9585
5.35752511,0,70251,8991,8859,8808,8595,8580,8485,8412,8668,8566,8609,8962,11440,30392,7349,26272,11696
5.373447418,0,70266,9790,9049,8954,8742,8588,8463,8433,8602,8580,8617,8756,9629,9482,26661,7048,27621
5.388802052,0,70281,30371,11769,9313,8947,8734,8558,8441,8668,8544,8522,8742,9277,8734,9123,27885,7092
5.388802052,0,A,,,,,,,,,,,,,,,,
5.388802052,0,70296,4600,22929,12070,9460,8939,8602,8492,8741,8661,8617,8661,9160,8624,8580,9292,28369
5.404676676,0,70311,25114,6528,24666,12268,9379,8771,8529,8778,8654,8573,8653,9094,8507,8470,8602,9849
5.420343637,0,70325,10179,24938,6843,24124,12246,9387,8874,8998,8866,8742,8800,9314,8558,8588,8551,9519
5.447679758,0,70340,9248,10340,24219,6784,22635,11131,8998,9035,8896,8654,8815,9182,8609,8551,8448,9211
5.457671404,0,70355,8830,9152,10303,22672,6623,20590,10648,9152,8815,8690,8785,9101,8507,8390,8463,8954
5.473292351,0,70370,8632,8690,9064,9394,21272,6418,19072,10853,9130,8852,8756,9064,8477,8412,8433,8903
5.489217997,0,70385,8595,8668,8793,8837,9387,19600,6183,19219,11242,9335,8991,9299,8500,8463,8367,8888
5.504817009,0,70399,8675,8720,8896,8727,8881,9336,19644,6154,19497,11154,9291,9482,8624,8441,8390,8903
5.520497799,0,70414,8565,8661,8808,8720,8720,8910,9607,19989,6256,21514,11337,9988,8793,8500,8492,8947
5.535921097,0,70429,8631,8580,8756,8551,8529,8661,8800,9812,22313,6476,24791,12635,8984,8544,8434,8940
5.551403999,0,70444,8683,8639,8675,8675,8551,8558,8536,8925,9541,24842,6836,38355,13588,9035,8573,9020
5.551403999,0,70459,9196,9101,9343,9042,8991,8903,8998,9365,9797,10633,38560,8302,48436,15817,9834,9665
5.567308903,0,70473,9020,8954,9057,8866,8830,8653,8720,8910,8998,9064,10626,48949,9219,29660,12107,9555
5.595523834,0,70488,8954,8859,8778,8632,8573,8434,8434,8668,8639,8595,8939,11315,30018,7356,26213,11718
5.601996899,0,70503,9665,9079,8918,8719,8558,8485,8382,8646,8536,8521,8749,9709,9467,26697,7004,27848
5.617972612,0,70518,30363,11821,9380,8910,8764,8573,8419,8698,8595,8573,8698,9284,8676,9108,27709,7151
5.617972612,0,A,,,,,,,,,,,,,,,,
5.639833689,0,70533,4600,22885,12070,9394,8925,8617,8507,8712,8624,8595,8764,9292,8536,8639,9233,28325
5.640912771,0,70547,25077,6550,24703,12283,9343,8749,8514,8807,8654,8514,8719,9050,8470,8448,8654,9753
5.656719446,0,70562,10259,25114,6711,24300,12239,9321,8866,9020,8874,8712,8837,9328,8610,8653,8624,9460
5.672506809,0,70577,9313,10354,24395,6850,22672,11124,8962,8998,8844,8705,8844,9152,8566,8492,8529,9174
5.687777519,0,70592,8756,9064,10281,23369,6506,20627,10750,9218,8925,8742,8712,9064,8419,8441,8323,8962
5.70375371,0,70607,8580,8705,9050,9431,21169,6418,18999,10868,9196,8778,8763,9064,8441,8411,8302,8844
5.719020128,0,70621,8654,8705,8815,8800,9379,19600,5919,19263,11234,9335,8969,9314,8455,8412,8404,8888
5.734996557,0,70636,8690,8646,8844,8793,8925,9416,19857,6169,19622,11058,9196,9585,8668,8485,8375,8947
5.750602722,0,70651,8632,8778,8815,8742,8822,8918,9702,20333,6227,21558,11264,9995,8859,8478,8404,8940
5.766240835,0,70666,8610,8675,8837,8631,8617,8661,8962,9768,22122,6462,24769,12635,9094,8492,8411,8918
5.781853676,0,70681,8683,8668,8822,8580,8617,8522,8595,8903,9533,25070,6828,38348,13573,8991,8624,8984
5.797483683,0,70695,9145,9137,9350,9050,9006,8830,8954,9475,9709,10589,38347,8397,48561,15751,9768,9665
5.813103676,0,70710,9086,8954,9006,8859,8771,8654,8683,8932,8976,9130,10714,48700,9373,29674,12107,9570
5.828414917,0,70725,9020,8793,8756,8631,8566,8448,8419,8632,8580,8595,9042,11425,30341,7334,26169,11711
5.843990088,0,70740,9717,9071,8932,8720,8573,8507,8448,8676,8536,8529,8697,9753,9548,27108,6990,27753
5.859932899,0,70755,30297,11806,9387,8859,8734,8514,8463,8683,8639,8521,8793,9247,8668,9152,27826,7188
5.859932899,0,A,,,,,,,,,,,,,,,,
5.875528812,0,70769,4600,22958,12034,9409,8881,8646,8485,8720,8712,8602,8719,9167,8712,8705,9262,28450
5.890859365,0,70784,25201,6513,24674,12209,9372,8741,8543,8756,8697,8536,8742,9108,8499,8419,8654,9812
5.906615734,0,70799,10296,24930,6872,24109,12239,9299,8895,8984,8859,8727,8903,9314,8610,8500,8624,9497
5.906615734,0,70814,9321,10399,24366,6740,22599,11154,9005,9072,8859,8624,8808,9218,8573,8448,8514,9196
5.922385693,0,70829,8866,9072,10340,22929,6652,20575,10699,9108,8918,8764,8771,8991,8426,8433,8331,8998
5.938023806,0,70843,8727,8734,9108,9467,21396,6374,18992,10802,9299,8844,8756,8969,8485,8390,8411,8874
5.953677416,0,70858,8661,8734,8932,8866,9357,19725,6256,19087,11271,9277,8976,9284,8478,8375,8324,8962
5.980611324,0,70873,8719,8668,8815,8815,8940,9431,19600,6271,19387,11102,9255,9482,8602,8522,8448,8962
5.991312504,0,70888,8727,8705,8844,8712,8771,8917,9651,20201,6183,21528,11278,9981,8844,8580,8404,8984
6.007213116,0,70903,8602,8602,8668,8595,8668,8602,8859,9841,21939,6484,24857,12701,9028,8558,8463,8896
6.022871494,0,70917,8683,8646,8793,8609,8558,8521,8492,8962,9512,24952,6784,38348,13639,9006,8529,9028
6.038176775,0,70932,9174,9116,9262,9042,9013,8925,8976,9453,9797,10677,38340,8368,48407,15839,9783,9680
6.054143667,0,70947,9079,8998,9020,8815,8815,8749,8639,8932,8962,9035,10589,48443,9439,29623,12151,9651
6.054143667,0,70962,9006,8859,8778,8632,8580,8500,8411,8771,8573,8529,8983,11337,29733,7342,26235,11755
6.069446564,0,70977,9709,9028,8954,8712,8580,8522,8404,8588,8639,8470,8815,9607,9519,26954,7034,27599
6.085339785,0,70991,30290,11872,9379,8844,8742,8544,8463,8661,8617,8558,8800,9225,8749,9204,27694,7151
6.085339785,0,A,,,,,,,,,,,,,,,,
6.100976467,0,71006,4600,22899,12019,9438,8896,8639,8492,8705,8609,8602,8690,9138,8595,8697,9299,28450
6.11662674,0,71021,25553,6645,24703,12180,9306,8764,8500,8712,8587,8565,8668,9167,8492,8565,8624,9834
6.132251263,0,71036,10384,25267,6865,24109,12173,9306,8947,8969,8903,8639,8917,9321,8727,8617,8690,9541
6.147880554,0,71051,9313,10399,24578,6946,22577,11205,9013,9028,8815,8697,8807,9262,8639,8456,8514,9130
6.163505077,0,71065,8852,9079,10325,23434,6711,20612,10670,9079,8852,8734,8771,9064,8455,8419,8448,8925
