UTC:,ykdhf,,,,,,,,,,,,,,,,,
time_pc [s],Mass [g],time_mcu[ms],data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:,data [mV]:
9.553298712,0,74454,8624,8588,8698,8617,8646,8566,8844,9577,21799,6388,25040,14475,9387,8602,8397,8910
9.568919659,0,74469,8734,8712,8844,8661,8654,8602,8646,9028,9695,25473,6836,53378,16931,9394,8764,9108
9.585953712,0,74484,9585,9519,9907,9585,9482,9313,9577,10171,10677,12239,53209,9834,53532,17115,10384,10076
9.601912737,0,74499,9138,8947,9042,8881,8874,8800,8756,9101,9108,9431,12408,54111,9871,29300,11916,9592
9.617224455,0,74514,8976,8741,8749,8690,8624,8566,8463,8653,8661,8668,9526,12136,29689,7078,26316,11769
9.633146286,0,74528,9673,9094,8954,8727,8632,8507,8478,8683,8602,8595,9013,10091,9365,26727,7026,27650
9.648439884,0,74543,30261,11850,9424,8925,8690,8558,8426,8712,8683,8514,8984,9621,8551,9035,27570,7129
9.648439884,0,A,,,,,,,,,,,,,,,,
9.664060354,0,74558,4600,23017,11997,9497,8903,8602,8478,8712,8661,8632,9064,9519,8580,8610,9284,28523
9.680114269,0,74573,24806,6953,24732,12290,9372,8705,8536,8690,8632,8558,9049,9416,8573,8478,8631,9819
9.695340633,0,74588,10347,24901,6667,24270,12254,9328,8852,9013,8852,8778,9182,9841,8529,8609,8727,9511
9.709656715,0,74602,9299,10399,24652,6792,22716,11212,8983,9020,8815,8727,9072,9680,8587,8426,8521,9218
9.709656715,0,74617,8844,9057,10369,23383,6689,20575,10597,9167,8954,8778,9050,9489,8382,8412,8375,9042
9.725278854,0,74632,8639,8734,9116,9445,21052,6403,19006,10875,9145,8837,8962,9482,8390,8419,8346,8954
9.741203785,0,74647,8566,8712,8896,8859,9416,19277,6227,19241,11212,9292,9189,9849,8551,8426,8338,8940
9.756852388,0,74662,8705,8697,8888,8705,8925,9438,19519,6154,19446,11021,9504,10193,8712,8485,8397,8932
9.772482395,0,74676,8609,8771,8808,8683,8771,8888,9680,20231,6264,21433,11432,10985,8998,8529,8463,8947
9.788123369,0,74691,8668,8624,8734,8697,8632,8639,8830,9702,22115,6462,25077,14204,9519,8646,8434,8903
9.803417683,0,74706,8675,8778,8786,8727,8668,8595,8639,9086,9577,25502,6623,47410,16183,9541,8690,9152
9.819005251,0,74721,9504,9563,9856,9511,9358,9262,9490,10061,10597,12070,46647,9160,52549,16946,10318,10054
9.834626913,0,74736,9167,9035,9072,8969,8925,8800,8741,9094,9174,9446,12422,52586,9849,29065,11960,9614
9.850280046,0,74750,9020,8815,8720,8661,8624,8551,8426,8610,8675,8654,9468,12019,29117,7386,26280,11652
9.865869284,0,74765,9709,9167,8925,8683,8573,8514,8499,8668,8624,8514,9057,10135,9343,26646,7004,27790
9.881490231,0,74780,30268,11740,9365,8940,8756,8588,8433,8668,8558,8580,9006,9577,8712,9086,27716,7144
9.881490231,0,A,,,,,,,,,,,,,,,,
9.897111893,0,74795,4600,22921,11975,9460,8873,8595,8580,8749,8639,8661,8962,9409,8580,8595,9292,28200
9.91273284,0,74810,25319,6601,24556,12144,9350,8778,8544,8690,8587,8573,8866,9299,8441,8543,8617,9812
9.928354502,0,74824,10281,24894,6865,24102,12342,9402,8764,9028,8866,8683,9094,9687,8705,8565,8646,9533
9.943975449,0,74839,9247,10479,24534,6990,22672,11146,9020,8969,8778,8786,9020,9526,8587,8478,8492,9145
9.959596634,0,74854,8822,9159,10362,23046,6638,20663,10736,9167,8844,8646,9035,9357,8485,8397,8323,8962
9.975218058,0,74869,8661,8786,9079,9482,20927,6432,19101,10750,9160,8764,9160,9284,8397,8448,8316,8903
9.988546371,0,74884,8573,8683,8852,8896,9291,19468,6242,19190,11190,9240,9226,9621,8529,8441,8390,8940
10.00430393,0,74898,8646,8815,8851,8793,8910,9380,19527,6154,19314,11088,9643,10179,8631,8478,8441,8932
10.02036858,0,74913,8624,8632,8830,8668,8764,8859,9695,20311,6315,21235,11704,10883,8888,8522,8397,8940
10.02159715,0,74928,8514,8580,8654,8565,8624,8595,8830,9585,21917,6476,24952,14262,9423,8558,8426,8932
10.03735185,0,74943,8742,8756,8815,8705,8697,8646,8661,9064,9607,25128,6740,56193,17518,9665,8815,9130
10.05298066,0,74958,9636,9621,9900,9563,9416,9372,9585,10105,10707,12364,55952,10216,52395,17012,10332,10171
10.06880164,0,74972,9160,9035,9108,8910,8851,8727,8771,9050,9071,9438,12745,52887,9996,29315,11931,9599
10.08443594,0,74987,8954,8866,8844,8646,8631,8529,8404,8617,8580,8617,9541,12070,29454,7312,26301,11718
10.10005212,0,[0;31mE (75317) task_wdt: Task watchdog got triggered. The following tasks did not reset the watchdog in time:[0m,,,,,,,,,,,,,,,,
10.10005212,0,[0;31mE (75317) task_wdt:  - IDLE (CPU 0)[0m,,,,,,,,,,,,,,,,
10.11566806,0,[0;31mE (75317) task_wdt: Tasks currently running:[0m,,,,,,,,,,,,,,,,
10.11566806,0,[0;31mE (75317) task_wdt: CPU 0: IDLE[0m,,,,,,,,,,,,,,,,
10.11566806,0,[0;31mE (75317) task_wdt: CPU 1: IDLE[0m,,,,,,,,,,,,,,,,
10.11566806,0,[0;31mE (75317) task_wdt: Print CPU 0 (current core) backtrace[0m,,,,,,,,,,,,,,,,
10.11566806,0,,,,,,,,,,,,,,,,,
10.11566806,0,,,,,,,,,,,,,,,,,
10.13127637,0,Backtrace:0x400D9DDB:0x3FFB0B800x40082749:0x3FFB0BA0 0x40088561:0x3FFB6AB0 ,,,,,,,,,,,,,,,,
10.13127637,0,,,,,,,,,,,,,,,,,
10.13127637,0,[0;31mE (75317) task_wdt: Print CPU 1 backtrace[0m,,,,,,,,,,,,,,,,
10.13127637,0,,,,,,,,,,,,,,,,,
10.13127637,0,,,,,,,,,,,,,,,,,
10.14686894,0,Backtrace:0x40084949:0x3FFB11800x40082749:0x3FFB11A0 0x4000BFED:0x3FFB7430 0x4008881A:0x3FFB7440 0x400DA038:0x3FFB7460 0x400DA043:0x3FFB7490 0x400D1AF9:0x3FFB74B0 0x40087002:0x3FFB74D0 0x40088569:0x3FFB74F0 ,,,,,,,,,,,,,,,,
10.14686894,0,,,,,,,,,,,,,,,,,
10.16218877,0,75038,9702,9035,8932,8742,8639,8514,8360,8697,8558,8499,9225,9959,9277,26668,6960,27731
10.17813826,0,75072,30334,11865,9372,8903,8705,8536,8456,8698,8624,8588,9042,9687,8690,9108,27386,7129
10.17813826,0,A,,,,,,,,,,,,,,,,
10.1934309,0,75087,4600,22980,12114,9431,8896,8609,8522,8712,8654,8580,9028,9592,8470,8712,9357,28494
10.20950246,0,75102,25260,6564,24776,12202,9387,8815,8624,8764,8573,8566,8947,9380,8602,8448,8602,9827
10.21065474,0,75117,10281,24872,6828,24087,12224,9291,8852,9042,8918,8712,9145,9643,8683,8522,8580,9526
10.22634816,0,75132,9292,10391,24806,6872,22789,11286,8969,8984,8895,8705,9042,9460,8514,8492,8521,9182
10.25396323,0,75146,8837,9137,10333,22848,6711,20641,10604,9123,8888,8712,9064,9350,8514,8441,8433,8962
10.26006579,0,75161,8639,8786,9116,9453,21154,6476,18962,10882,9189,8844,9145,9284,8521,8397,8338,8961
10.27604795,0,75176,8573,8741,8807,8852,9365,19585,6198,19204,11168,9277,9181,9636,8551,8478,8411,8918
10.29166555,0,75191,8698,8661,8852,8719,8874,9402,19512,6073,19424,11007,9541,10215,8712,8529,8404,8932
10.30728173,0,75206,8654,8690,8800,8690,8793,8888,9599,19791,6264,21389,11432,10831,8903,8456,8478,8932
10.32634521,0,75220,8639,8595,8720,8654,8661,8654,8822,9614,22056,6425,24952,14160,9431,8529,8419,8896
10.34231782,0,75235,8741,8778,8859,8676,8683,8522,8602,8991,9577,24930,6696,49272,16183,9460,8778,9152
10.35771036,0,75250,9489,9453,9797,9504,9431,9299,9511,10069,10633,12078,49323,9505,51516,16748,10310,10098
10.35771036,0,75265,9167,8947,9035,8881,8896,8741,8742,9035,9160,9446,12459,51450,9556,29153,11865,9636
10.37348104,0,75280,9006,8844,8793,8646,8573,8514,8441,8639,8654,8639,9431,11821,29439,7371,26023,11747
10.38915277,0,75294,9717,9108,8969,8690,8624,8529,8441,8668,8588,8588,9027,9973,9335,26888,7078,27944
10.40479589,0,75309,30752,11784,9372,8998,8719,8543,8411,8639,8580,8588,8962,9585,8661,9050,27702,7129
10.40479589,0,A,,,,,,,,,,,,,,,,
10.42041969,0,75324,4600,22892,12056,9475,8918,8639,8492,8741,8668,8543,9094,9394,8565,8595,9336,27885
10.43604541,0,75339,25026,6836,24688,12173,9299,8852,8485,8727,8683,8602,9020,9313,8390,8390,8573,9827
10.45166922,0,75354,10303,25202,6850,24175,12224,9423,8910,8976,8844,8756,9145,9680,8719,8551,8646,9453
10.46729112,0,75368,9240,10421,24336,6770,22745,11183,8998,8984,8815,8661,9123,9497,8588,8375,8544,9211
10.48290491,0,75383,8808,9094,10259,23369,6594,20597,10648,9196,8844,8705,9020,9409,8441,8397,8360,9020
10.49853301,0,75398,8566,8771,9064,9577,21103,6388,18918,10846,9181,8808,9064,9350,8382,8368,8353,8918
10.51415563,0,75413,8602,8690,8918,8866,9343,19659,6256,19204,11029,9313,9189,9746,8573,8434,8360,8903
10.52942681,0,75427,8602,8624,8866,8771,8859,9336,19512,6235,19424,10963,9489,10061,8683,8433,8375,8932
10.54513574,0,75442,8566,8646,8785,8639,8742,8793,9673,19930,6271,21462,11528,10875,9064,8507,8404,8925
10.56068778,0,75457,8580,8602,8698,8492,8617,8631,8852,9716,22027,6447,24688,13896,9526,8544,8375,8954
10.57652831,0,75472,8690,8778,8793,8683,8683,8558,8661,8896,9651,24842,6748,47278,16125,9475,8778,9130
10.59322476,0,75487,9475,9460,9731,9526,9358,9248,9446,10025,10648,11997,47153,9065,50636,16470,10274,10054
10.60912776,0,75501,9101,9028,9094,8888,8932,8764,8771,8932,9123,9387,12107,50951,9688,29337,11887,9512
10.60912776,0,75516,8940,8800,8778,8661,8551,8500,8463,8624,8566,8639,9577,11791,29425,7283,26382,11616
10.62446856,0,75531,9716,9057,8998,8690,8646,8522,8441,8624,8602,8485,9159,10054,9387,26785,7026,27760
10.6403954,0,75546,30378,11850,9387,8918,8749,8522,8419,8602,8551,8558,8962,9563,8675,9086,27907,7019
10.6403954,0,A,,,,,,,,,,,,,,,,
10.65785718,0,75561,4600,22965,12056,9402,8866,8617,8478,8705,8624,8639,8815,9533,8595,8683,9255,28281
10.6738236,0,75576,25781,6594,24725,12246,9365,8705,8514,8778,8632,8558,8866,9350,8478,8485,8551,9775
10.68945432,0,75590,10200,25341,6828,24117,12180,9394,8881,9013,8844,8661,9211,9731,8661,8544,8668,9489
10.70507312,0,75605,9284,10318,24637,6828,22694,11132,8925,8998,8888,8698,8991,9497,8536,8478,8529,9174
10.72069931,0,75620,8837,9152,10325,23207,6550,20597,10721,9218,8925,8705,8998,9284,8456,8360,8346,9013
10.74239588,0,75635,8617,8749,9071,9438,20773,6454,18926,10875,9211,8815,9130,9409,8456,8353,8279,8903
10.7571969,0,75650,8632,8653,8866,8837,9306,19607,6256,19138,11161,9233,9306,9819,8566,8375,8360,8874
10.76033187,0,75664,8734,8668,8786,8749,8807,9387,19028,6227,19351,10985,9665,10127,8763,8434,8375,8962
10.77630782,0,75679,8668,8639,8727,8668,8749,8874,9607,19981,6271,21323,11594,10802,8888,8558,8375,8881
10.79192901,0,75694,8580,8624,8661,8529,8661,8588,8778,9724,22305,6432,25106,14057,9482,8507,8404,8873
10.80755329,0,75709,8785,8822,8859,8749,8676,8609,8632,8940,9555,24901,6821,50255,16528,9533,8756,9174
10.82317519,0,75723,9482,9490,9841,9555,9350,9262,9453,10098,10648,12048,50057,9614,49976,16638,10252,10047
10.83879995,0,75738,9057,8903,9057,8881,8815,8741,8712,9028,9108,9350,12327,49932,9600,29212,11894,9607
10.85441852,0,75753,8976,8785,8807,8602,8632,8500,8390,8690,8661,8712,9387,11806,29278,7246,26272,11615
10.87004352,0,75768,9658,9006,8903,8705,8580,8456,8397,8646,8544,8514,9174,9973,9431,27181,6975,27790
10.88566136,0,75783,30371,11762,9328,8874,8609,8521,8485,8712,8588,8558,9035,9445,8749,9101,27614,7166
10.88566136,0,A,,,,,,,,,,,,,,,,
10.90096712,0,75798,4600,22855,11953,9379,8969,8624,8456,8705,8610,8573,9013,9321,8463,8712,9248,28508
10.91654539,0,75812,25121,6535,24637,12180,9365,8756,8551,8778,8609,8573,8954,9306,8514,8507,8595,9812
10.93247867,0,75827,10237,24996,6770,24050,12246,9365,8888,8910,8771,8734,9167,9570,8558,8551,8683,9460
10.94778848,0,75842,9321,10369,24256,6777,22657,11198,8984,8991,8786,8683,9042,9512,8683,8456,8463,9130
10.96375537,0,75857,8719,9064,10318,23075,6594,20575,10626,9130,8822,8676,8991,9255,8426,8404,8316,8940
10.97905374,0,75871,8588,8763,9094,9482,21184,6213,19028,10860,9174,8697,9101,9277,8470,8331,8309,8837
10.97905374,0,75886,8551,8683,8808,8852,9262,19541,6117,19175,11220,9218,9196,9629,8580,8463,8309,8896
10.99495029,0,75901,8595,8654,8874,8807,8837,9357,19527,6183,19395,10985,9556,9981,8661,8382,8346,8896
11.01027322,0,75916,8668,8676,8727,8654,8690,8844,9607,20121,6271,21250,11564,10648,9027,8441,8470,8947
11.02623129,0,75931,8580,8595,8668,8566,8551,8632,8873,9621,21800,6462,24938,13757,9270,8609,8390,8837
11.0418613,0,75945,8741,8808,8822,8720,8602,8617,8617,9049,9614,24989,6953,48304,15927,9409,8661,9116
11.06777358,0,75960,9402,9446,9739,9512,9336,9233,9438,10047,10552,11813,48810,9329,49492,16367,10230,10017
11.08274937,0,75975,9093,8998,9050,8896,8830,8771,8727,9049,9072,9299,12026,50086,9424,29300,12004,9519
11.09315395,0,75990,8969,8800,8837,8654,8609,8595,8404,8580,8609,8676,9438,11740,29549,7371,26125,11703
11.10878205,0,76005,9687,9035,8954,8742,8639,8492,8404,8617,8558,8588,9086,9812,9460,27130,6946,27687
11.12468481,0,76019,30393,11799,9328,8903,8683,8543,8375,8617,8551,8595,8947,9453,8617,8983,27944,7158
11.12468481,0,A,,,,,,,,,,,,,,,,
11.1403532,0,76034,4600,22892,12048,9445,8895,8661,8478,8698,8595,8566,8998,9350,8551,8624,9350,28164
11.15563941,0,76049,25282,6726,24652,12217,9357,8793,8588,8771,8624,8573,8939,9277,8558,8441,8698,9885
11.17161155,0,76064,10355,25106,6887,24102,12276,9387,8896,8954,8852,8705,9101,9533,8778,8492,8690,9533
11.17161155,0,76079,9321,10347,25004,6718,22760,11220,8976,9072,8807,8764,9123,9570,8624,8434,8499,9174
11.18688202,0,76093,8874,9108,10281,23244,6645,20560,10751,9108,8903,8719,8918,9240,8514,8419,8404,8940
11.2028203,0,76108,8624,8764,8998,9438,21037,6359,18955,10846,9145,8829,9013,9255,8477,8367,8294,8932
11.21812439,0,76123,8609,8675,8778,8881,9299,19710,6256,19131,11212,9306,9196,9614,8397,8397,8360,8925
11.23409605,0,76138,8668,8617,8918,8683,8925,9431,19710,6242,19395,11066,9614,10083,8749,8529,8309,8969
11.24936628,0,76153,8639,8646,8785,8741,8727,8881,9665,20179,6264,21382,11491,10773,8727,8448,8382,8910
11.2751658,0,76167,8610,8551,8742,8646,8580,8624,8910,9673,22027,6396,24989,13713,9226,8602,8426,8947
11.28958368,0,76182,8764,8778,8903,8727,8661,8588,8653,9057,9526,25077,6865,47131,15831,9453,8668,9145
11.29391527,0,76197,9548,9467,9731,9504,9394,9321,9409,9988,10516,11748,47373,9116,49279,16374,10164,10039
11.30988431,0,76212,9189,9050,9028,8895,8852,8844,8741,9035,9138,9409,12166,50086,9607,29271,11931,9607
11.3255105,0,76227,8976,8851,8808,8712,8609,8544,8434,8727,8624,8683,9460,11791,29454,7298,26250,11762
11.34111452,0,76241,9753,9116,8976,8741,8639,8514,8441,8719,8617,8544,9108,10113,9277,26976,6916,27768
11.35675001,0,76256,30305,11850,9379,8940,8654,8588,8485,8712,8639,8580,8888,9533,8690,9123,27680,7188
11.35675001,0,A,,,,,,,,,,,,,,,,
11.37237644,0,76271,4600,22907,12078,9424,8940,8602,8507,8712,8676,8646,8881,9563,8639,8756,9350,28053
11.38800287,0,76286,25517,6689,24696,12180,9409,8719,8551,8734,8639,8609,8918,9277,8485,8477,8720,9797
11.40360618,0,76301,10325,25055,6946,24124,12217,9306,8910,9064,8925,8771,9093,9665,8712,8522,8624,9489
11.41891956,0,76315,9292,10391,24468,6806,22665,11212,8998,9028,8859,8712,8976,9504,8595,8551,8558,9196
11.43450689,0,76330,8815,9196,10310,22951,6579,20605,10721,9181,8925,8646,8954,9284,8448,8441,8353,8940
11.45040274,0,76345,8683,8771,9050,9424,21455,6344,18992,10882,9159,8852,8983,9343,8558,8448,8411,8881
11.46608639,0,76360,8676,8712,8844,8910,9387,19637,6286,19145,11271,9306,9196,9636,8544,8441,8382,8910
11.48137069,0,76375,8661,8749,8874,8742,8925,9453,19769,6256,19483,11044,9534,9973,8653,8551,8441,8947
11.49719882,0,76389,8683,8697,8844,8683,8756,8896,9731,20142,6125,21411,11432,10677,9079,8507,8375,8910
11.49719882,0,76404,8610,8639,8749,8580,8595,8551,8815,9761,21983,6491,24710,13764,9416,8551,8397,8932
11.51290154,0,76419,8808,8756,8822,8639,8668,8690,8661,9079,9658,24740,6806,46156,15905,9416,8771,9137
11.52855015,0,76434,9467,9438,9687,9453,9328,9203,9358,9915,10421,11674,46391,9065,54983,17115,10252,10039
11.54385614,0,76449,9233,9093,9233,8984,8947,8844,8800,9049,9196,9519,12312,56633,10377,29513,12070,9599
11.55982423,0,76463,9013,8822,8793,8668,8705,8551,8477,8676,8683,8734,9482,12041,29725,7378,26155,11704
11.57544875,0,76478,9672,9137,8998,8720,8609,8492,8412,8602,8587,8573,9130,10047,9409,26529,7107,27650
11.59253025,0,76493,30451,11850,9416,8947,8727,8529,8441,8676,8573,8470,8852,9643,8697,9123,27672,7122
11.59253025,0,A,,,,,,,,,,,,,,,,
11.60851717,0,76508,4600,23032,12063,9482,8976,8675,8529,8675,8544,8573,8918,9533,8602,8756,9240,28252
11.62413311,0,76523,25172,6652,24688,12173,9387,8822,8580,8756,8661,8522,8837,9394,8470,8492,8727,9871
11.63974929,0,76537,10325,25451,6777,24050,12246,9365,8874,9027,8822,8749,9094,9819,8653,8602,8690,9460
11.65538144,0,76552,9291,10406,24615,6755,22833,11190,9086,9064,8888,8712,9071,9643,8499,8470,8470,9204
11.67063689,0,76567,8830,9086,10362,22885,6462,20707,10685,9138,8925,8712,8844,9394,8316,8426,8499,9064
11.68625832,0,76582,8661,8800,9071,9497,21191,6308,19094,10882,9225,8830,9050,9482,8375,8397,8338,8910
11.70219541,0,76597,8587,8690,8859,8837,9401,19681,6249,19226,11073,9277,9123,9812,8653,8448,8382,8881
11.71753025,0,76611,8683,8756,8808,8749,8969,9446,19461,6220,19475,11022,9497,10127,8808,8426,8324,8918
11.73346877,0,76626,8631,8712,8830,8683,8712,8903,9629,19966,6278,21352,11484,10751,8859,8522,8360,8976
11.74876499,0,76641,8522,8617,8705,8595,8587,8727,8881,9768,21902,6447,24600,13654,9424,8588,8375,8881
11.74876499,0,76656,8712,8800,8874,8683,8639,8573,8639,8954,9563,24945,6982,45254,16169,9423,8646,9108
11.76465178,0,76671,9482,9423,9709,9482,9328,9123,9387,9951,10421,11594,45151,9270,56193,17408,10347,10061
11.78029037,0,76685,9181,9057,9160,8918,8947,8830,8837,9108,9196,9563,12649,56838,10113,29395,12107,9643
11.80784178,0,76700,9020,8829,8844,8646,8624,8507,8448,8668,8602,8690,9401,12298,29615,7342,26316,11652
11.82276988,0,76715,9768,9006,8910,8741,8587,8514,8419,8587,8580,8602,9035,10201,9262,26573,6938,27643
11.82748866,0,76730,30393,11813,9372,8896,8712,8514,8433,8727,8661,8507,8969,9592,8646,9042,27848,7004
11.82748866,0,A,,,,,,,,,,,,,,,,
11.84343648,0,76745,4600,22921,12077,9497,8896,8632,8478,8756,8690,8602,9006,9548,8712,8683,9189,28560
11.85909033,0,76760,25568,6579,24798,12239,9372,8807,8507,8764,8624,8529,8910,9526,8478,8434,8661,9863
11.87452483,0,76774,10274,24967,6872,24212,12246,9313,8866,9072,8852,8705,8969,9922,8741,8492,8536,9497
11.89032936,0,76789,9299,10347,24637,6799,22753,11205,8984,9013,8837,8705,8969,9629,8705,8426,8477,9181
11.90595675,0,76804,8830,9130,10369,22980,6564,20619,10721,9182,8859,8734,8962,9445,8397,8426,8456,8998
11.92157435,0,76819,8646,8756,9064,9467,21323,6484,19190,10853,9174,8778,8976,9504,8514,8338,8375,8910
11.9368813,0,76833,8632,8698,8859,8888,9321,19629,6198,19168,11190,9204,9145,9849,8529,8426,8426,8918
11.9524641,0,76848,8602,8676,8851,8822,8896,9445,19747,6139,19409,11000,9438,10252,8785,8412,8389,8925
11.96808052,0,76863,8668,8646,8771,8654,8763,8844,9599,20172,6293,21323,11476,10890,9079,8477,8382,8918
11.98404574,0,76878,8639,8632,8705,8609,8654,8646,8837,9665,21712,6425,24578,14050,9643,8544,8470,8976
11.99932218,0,76893,8720,8705,8837,8668,8668,8609,8610,8976,9556,24842,6902,46200,16513,9629,8742,9013
12.0153029,0,76907,9585,9504,9834,9548,9343,9284,9438,9959,10516,11726,46332,9101,59009,18177,10545,10135
12.0153029,0,76922,9189,9123,9160,9020,8918,8852,8903,9262,9291,9621,12840,58899,10656,29124,11989,9687
12.03085041,0,76937,8961,8837,8764,8595,8573,8478,8382,8624,8610,8595,9511,12481,29219,7210,26294,11711
12.0465169,0,76952,9629,9064,8940,8734,8668,8500,8426,8632,8639,8595,8969,10406,9299,26397,7122,27834
12.06211138,0,76967,30371,11901,9328,8918,8683,8558,8470,8720,8588,8478,8918,9695,8668,9057,28068,7144
12.06211138,0,A,,,,,,,,,,,,,,,,
12.07744288,0,76982,4600,22951,12034,9431,8925,8661,8522,8712,8624,8529,8888,9665,8470,8683,9299,28508
12.09476042,0,76996,24710,6623,24674,12232,9372,8749,8470,8697,8544,8558,8888,9511,8419,8456,8602,9885
12.11073017,0,77011,10208,24952,6784,24050,12246,9306,8815,9013,8932,8741,9050,9804,8646,8522,8595,9460
12.12636304,0,77026,9299,10391,24578,6696,22635,11278,8910,9020,8874,8742,8984,9599,8544,8536,8463,9101
12.14198232,0,77041,8793,9160,10355,22914,6528,20656,10641,9123,8837,8734,8866,9519,8412,8382,8404,8962
12.15759706,0,77055,8661,8727,9057,9460,21308,6337,18940,10860,9130,8785,8932,9423,8434,8368,8316,8881
12.1732285,0,77070,8573,8610,8822,8903,9292,19607,6191,19234,11176,9299,9086,9797,8617,8367,8316,8954
12.18851209,0,77085,8661,8734,8822,8786,8910,9314,19512,6066,19527,11044,9335,10193,8698,8492,8404,8896
12.20410943,0,77100,8727,8595,8749,8676,8727,8859,9680,20201,6264,21360,11440,10648,8852,8448,8419,8903
12.22004032,0,77115,8624,8632,8646,8580,8551,8654,8830,9643,22137,6462,24608,13815,9284,8580,8360,8969
12.2353549,0,77129,8719,8705,8778,8690,8698,8617,8639,8954,9563,24974,6814,44895,15956,9409,8661,9071
12.25131965,0,77144,9519,9438,9731,9468,9262,9233,9379,9885,10509,11696,45137,8925,57711,17899,10450,10069
12.26662135,0,77159,9240,9042,9152,8991,8962,8829,8881,9189,9240,9541,12539,57528,10575,29183,12048,9636
12.26662135,0,77174,8962,8793,8808,8631,8573,8492,8463,8646,8654,8720,9379,12495,29909,7268,26162,11681
12.28221607,0,77189,9731,9101,8954,8756,8610,8485,8412,8683,8654,8573,9006,10179,9306,26624,6872,27790
12.29815507,0,77203,30283,11821,9365,8859,8771,8514,8426,8602,8544,8551,8910,9687,8844,9115,27658,7144
12.29815507,0,A,,,,,,,,,,,,,,,,
12.31379652,0,77218,4600,22921,12026,9541,8888,8566,8514,8705,8631,8610,8786,9651,8756,8705,9321,28200
12.34066725,0,77233,25187,6520,24608,12268,9350,8749,8536,8690,8698,8565,8830,9401,8404,8411,8602,9717
12.35529685,0,77248,10303,24622,6748,24073,12232,9365,8844,8918,8903,8771,8991,9834,8668,8588,8632,9526
12.36277986,0,77263,9365,10325,24674,6740,22679,11205,9005,8954,8830,8712,8932,9636,8492,8514,8507,9123
12.37868643,0,77277,8844,9101,10355,23596,6388,20656,10743,9137,8852,8668,8873,9467,8566,8404,8419,8991
12.39421177,0,77292,8690,8734,9101,9577,21074,6381,18999,10780,9145,8808,8844,9540,8346,8441,8338,8917
12.40999985,0,77307,8595,8720,8859,8940,9269,19431,6154,19065,11212,9233,9130,9709,8646,8426,8323,8918
12.42529368,0,77322,8632,8712,8888,8822,8903,9424,19417,6213,19505,11066,9401,10120,8918,8434,8426,8910
12.44088697,0,77337,8749,8698,8786,8749,8764,8859,9636,20091,6330,21550,11388,10860,8785,8544,8470,8954
12.45681715,0,77351,8639,8698,8705,8602,8609,8631,8844,9665,21873,6432,24490,13698,9533,8617,8485,8932
12.47212934,0,77366,8742,8771,8800,8653,8588,8595,8588,8998,9511,24820,6579,44272,16051,9416,8712,9130
12.48809791,0,77381,9526,9394,9709,9431,9291,9189,9387,9871,10391,11638,43986,8881,56428,17628,10369,10076
12.50349116,0,77396,9226,9094,9167,8947,8947,8888,8859,9204,9343,9504,12371,57007,10289,29117,11894,9702
12.50349116,0,77411,9013,8808,8830,8668,8624,8434,8448,8668,8617,8720,9314,12217,29469,7268,26316,11711
12.51928163,0,77425,9680,9079,8984,8749,8624,8514,8448,8617,8551,8522,8998,10259,9409,26749,6975,27834
12.53461432,0,77440,30371,11887,9357,8888,8690,8536,8470,8646,8602,8610,8918,9533,8646,9071,27665,7144
12.53461432,0,A,,,,,,,,,,,,,,,,
12.55057168,0,77455,4600,22907,12063,9482,8903,8668,8529,8646,8624,8624,8925,9526,8426,8719,9284,27995
12.56621051,0,77470,25253,6608,24681,12276,9423,8830,8529,8727,8639,8521,8881,9284,8433,8521,8639,9812
12.58329773,0,77485,10288,24930,6660,24197,12166,9306,8837,9006,8881,8720,9020,9739,8712,8558,8683,9467
12.5992775,0,77500,9247,10428,24021,6740,22606,11168,8991,9064,8888,8719,8976,9592,8470,8499,8551,9189
12.61489654,0,77514,8895,9071,10303,23361,6557,20649,10663,9174,8903,8705,8984,9314,8536,8492,8412,8954
12.63050723,0,77529,8595,8742,9072,9453,21228,6330,18991,10883,9203,8822,8962,9314,8514,8426,8382,8896
12.64609933,0,77544,8639,8646,8815,8822,9409,19549,6278,19212,11198,9314,9145,9687,8566,8397,8390,8998
12.66140485,0,77559,8661,8742,8859,8764,8918,9402,19497,6242,19461,11095,9438,10135,8690,8419,8353,8932
12.67704701,0,77573,8668,8668,8807,8698,8720,8881,9680,19893,6161,21294,11381,10648,8903,8463,8353,8940
12.69293475,0,77588,8536,8646,8705,8646,8588,8639,8859,9775,21880,6491,24608,13712,9673,8624,8441,8918
12.70838189,0,77603,8698,8734,8837,8654,8705,8566,8609,8983,9511,24674,6674,44778,16015,9490,8668,9079
12.72422457,0,77618,9504,9497,9731,9482,9335,9196,9350,9929,10398,11630,44836,8969,55203,17408,10355,10076
12.73977113,0,77633,9145,8991,9138,8932,8976,8837,8837,9101,9211,9548,12591,55116,10128,29168,12011,9577
12.75522494,0,77647,8954,8903,8800,8675,8639,8529,8375,8661,8602,8632,9431,12217,29718,7371,26184,11711
12.75522494,0,77662,9768,9108,8998,8734,8639,8529,8456,8661,8617,8566,9071,10193,9475,26580,7063,27775
12.77104378,0,77677,30334,11923,9336,8903,8741,8529,8434,8602,8609,8543,8896,9614,8639,9006,27746,7268
