UTC:,01:06.9,,,,,,,,,,,,,,,,,,,,,
Isrc:,52,,,,,,,,,,,,,,,,,,,,,
time [s],data*0.1 [mV]:,,,,,,,,,,,,,,,,,,,,,
1657508467,10967,672,679,672,11085,11161,11158,11154,11154,11148,11151,11150,11148,11149,11145,11067,,,,,,
1657508467,A,,,,,,,,,,,,,,,,,,,,,
1657508467,10974,672,678,672,11090,11161,11158,11154,11154,11148,11148,11148,11151,11146,11145,11067,,,,,,
1657508467,A,,,,,,,,,,,,,,,,,,,,,
1657508467,10971,671,678,672,11090,11161,11158,11154,11152,11148,11151,11319,11149,11148,11143,11070,,,,,,
1657508467,A,,,,,,,,,,,,,,,,,,,,,
1657508467,10972,672,680,672,11139,11163,11157,11155,11155,11149,11151,11151,11151,11148,11145,11280,,,,,,
1657508467,A,,,,,,,,,,,,,,,,,,,,,
1657508467,10971,672,679,672,11090,11161,11157,11155,11180,11149,11148,11149,11145,11148,11142,11068,,,,,,
1657508467,A,,,,,,,,,,,,,,,,,,,,,
1657508467,10974,671,679,672,11088,11157,11161,11153,11157,11149,11149,11148,11147,11149,11145,11064,,,,,,
1657508467,A,,,,,,,,,,,,,,,,,,,,,
1657508467,10974,672,679,672,11090,11157,11153,11156,11157,11145,11148,11148,11150,11148,11144,11063,,,,,,
1657508467,A,,,,,,,,,,,,,,,,,,,,,
1657508467,10972,672,679,672,11088,11158,11158,11152,11154,11148,11147,11148,11149,11148,11145,11067,,,,,,
1657508467,A,,,,,,,,,,,,,,,,,,,,,
1657508467,10973,673,679,672,11090,11161,11159,11155,11151,11145,11151,11151,11497,11148,11144,11064,,,,,,
1657508467,A,,,,,,,,,,,,,,,,,,,,,
1657508467,10971,671,677,672,11091,11170,11160,11152,11155,11149,11145,11148,11146,11146,11141,11066,,,,,,
1657508467,A,,,,,,,,,,,,,,,,,,,,,
1657508467,11320,669,679,672,11090,11161,11158,11155,11155,11167,11151,11149,11151,11146,11145,11068,,,,,,
1657508467,A,,,,,,,,,,,,,,,,,,,,,
