UTC:,58:51.4,,,,,,,,,,,,,,,
Isrc:,24,,,,,,,,,,,,,,,
time [s],data*0.1 [mV]:,,,,,,,,,,,,,,,
1657598331,5414,5914,1236,990,1126,952,1448,2354,2531,2054,2015,4436,4280,1173,993,2950
1657598331,A,,,,,,,,,,,,,,,
1657598331,5414,5920,1234,990,1128,953,1450,2354,2530,2052,2010,4434,4281,1175,993,2948
1657598331,A,,,,,,,,,,,,,,,
1657598331,5416,5851,1236,989,1125,952,1447,2362,2536,2050,2011,4522,4277,1171,992,2949
1657598331,A,,,,,,,,,,,,,,,
1657598331,5415,5916,1236,990,1125,955,1451,2360,2531,2056,2014,4436,4280,1174,992,2973
1657598331,A,,,,,,,,,,,,,,,
1657598331,5416,5921,1235,990,1126,953,1452,2354,2530,2054,2016,4432,4270,1172,992,2950
1657598331,A,,,,,,,,,,,,,,,
1657598331,5418,6021,1237,990,1125,954,1451,2357,2533,2055,2009,4430,4288,1172,993,2950
1657598331,A,,,,,,,,,,,,,,,
1657598331,5418,5921,1237,991,1128,953,1446,2356,2532,2053,2016,4434,4278,1172,993,2950
1657598331,A,,,,,,,,,,,,,,,
1657598331,5414,5913,1238,990,1128,952,1450,2355,2526,2052,2017,4432,4276,1171,991,2952
1657598331,A,,,,,,,,,,,,,,,
1657598331,5416,5920,1236,989,1127,955,1452,2355,2526,2051,2016,4434,4278,1174,994,2950
1657598331,A,,,,,,,,,,,,,,,
1657598331,5417,5864,1237,990,1128,952,1450,2358,2529,2052,2017,4437,4276,1175,994,2948
1657598331,A,,,,,,,,,,,,,,,
1657598331,5413,5862,1236,990,1124,952,1452,2356,2530,2054,2012,4435,4283,1173,993,2952
1657598331,A,,,,,,,,,,,,,,,
1657598331,5420,5918,1236,988,1127,953,1453,2355,2530,2058,2012,4439,4281,1175,992,2950
1657598331,A,,,,,,,,,,,,,,,
1657598331,5415,5912,1235,988,1127,954,1452,2366,2534,2053,2014,4437,4280,1173,993,2950
1657598331,A,,,,,,,,,,,,,,,
