UTC:,2022-07-12 03:40:38.749341
Isrc:,105
time [s],data*0.1 [mV]:
1657597238.7503557,,8258,18181,17543,5030,4266,12500,
1657597238.7503557,A
1657597238.7513387,22546,24451,5280,3693,4269,4072,5988,9766,10523,8542,8276,18174,17546,5029,4269,12500,
1657597238.7513387,A
1657597238.752336,22552,24455,5282,3696,4272,4074,5990,9766,10520,8551,8265,18195,17546,5030,4266,12501,
1657597238.752336,A
1657597238.753334,22554,24452,5282,3694,4271,4070,5980,9780,10526,8550,8275,18191,17557,5028,4267,12502,
1657597238.753334,A
1657597238.7543318,22550,24217,5278,3692,4272,4073,5986,9764,10524,8555,8270,18189,17557,5030,4266,12500,
1657597238.7543318,A
1657597238.755328,22544,24450,5281,3692,4269,4076,5986,9763,10509,8524,8250,18199,17566,5029,4267,12502,
1657597238.755328,A
1657597238.757322,22550,24226,5282,3694,4268,4073,5988,9755,10508,8532,8260,18188,17546,5029,4268,12500,
1657597238.757322,A
1657597238.7583475,22550,24457,5282,3694,4272,4073,5980,9757,10512,8524,8264,18274,17556,5028,4267,12504,
1657597238.7583475,A
1657597238.7593472,22550,24445,5280,3694,4272,4074,5989,9758,10504,8532,8262,18178,17544,5028,4266,12618,
1657597238.7593472,A
1657597238.7603538,22550,24447,5282,3693,4274,4073,5984,9756,10565,8528,8269,18179,17541,5030,4267,12500,
1657597238.7603538,A
1657597238.7613118,22551,24445,5280,3690,4272,4071,5975,9747,10490,8523,8272,18187,17548,5029,4267,12504,
1657597238.7613118,A
1657597238.762332,22556,24442,5281,3690,4272,4075,5982,9768,10509,8539,8272,18204,17563,5032,4268,12502,
1657597238.762332,A
1657597238.7633057,22548,24450,5282,3692,4272,4074,5971,9755,10507,8529,8277,18184,17555,5030,4267,12504,
1657597238.7633057,A
1657597238.7643335,22546,24458,5280,3693,4268,4074,5977,9750,10503,8530,8272,18195,17557,5029,4267,12504,
1657597238.7643335,A
1657597238.7653291,22547,24444,5282,3692,4270,4072,5974,9752,10492,8532,8268,18170,17547,5029,4266,12502,
1657597238.7653291,A
1657597238.7663255,22544,24457,5281,3693,4272,4076,5973,9747,10496,8565,8269,18206,17549,5029,4266,12503,
1657597238.7663255,A
1657597238.7683225,22550,24454,5280,3696,4273,4073,5974,9744,10507,8530,8275,18178,17538,5034,4266,12509,
1657597238.7683225,A
1657597238.769291,22548,24237,5282,3695,4269,4072,5974,9758,10504,8542,8272,18189,17548,5030,4266,12505,
1657597238.769291,A
1657597238.7702882,22544,24444,5281,3695,4272,4076,5978,9743,10489,8536,8282,18197,17560,5030,4266,12502,
1657597238.7702882,A
1657597238.7713132,22543,24232,5281,3694,4274,4073,5972,9747,10503,8532,8275,18175,17552,5032,4266,12504,
1657597238.7713132,A
1657597238.7723126,22544,24232,5283,3691,4272,4074,5968,9749,10506,8537,8280,18197,17540,5032,4266,12506,
1657597238.7723126,A
1657597238.7733097,22544,24428,5279,3691,4274,4073,5976,9738,10496,8543,8280,18199,17571,5029,4269,12502,
1657597238.7733097,A
1657597238.7743049,22548,24236,5284,3690,4269,4074,5972,9741,10508,8549,8264,18190,17558,5030,4268,12505,
1657597238.7743049,A
1657597238.775304,22543,24440,5280,3693,4270,4075,5971,9760,10499,8534,8255,18184,17540,5030,4265,12504,
1657597238.775304,A
1657597238.7762725,22546,24464,5282,3690,4272,4077,5974,9747,10505,8532,8276,18303,17546,5029,4268,12502,
1657597238.7762725,A
1657597238.7772973,22545,24454,5281,3692,4275,4073,5978,9744,10505,8540,8258,18194,17556,5029,4268,12502,
1657597238.7772973,A
1657597238.7782981,22556,24447,5283,3691,4270,4077,5976,9742,10539,8544,8265,18190,17557,5030,4268,12502,
1657597238.7782981,A
1657597238.7792914,22554,24321,5283,3694,4272,4076,5987,9760,10531,8550,8260,18180,17540,5030,4266,12502,
1657597238.7792914,A
1657597238.780289,22554,24462,5282,3689,4272,4074,5976,9748,10505,8537,8254,18176,17517,5031,4268,12502,
1657597238.780289,A
1657597238.7812889,22555,24247,5280,3692,4273,4075,5980,9770,10518,8544,8258,18171,17531,5029,4266,12508,
1657597238.7812889,A
1657597238.782283,22543,24440,5281,3690,4269,4073,5987,9761,10523,8553,8270,18173,17616,5031,4266,12504,
1657597238.782283,A
1657597238.7832828,22554,24463,5282,3695,4269,4074,5988,9774,10531,8552,8267,18182,17535,5029,4267,12501,
1657597238.7832828,A
1657597238.7842782,22876,24459,5281,3692,4270,4075,5981,9757,10522,8582,8273,18168,17548,5030,4267,12506,
1657597238.7842782,A
1657597238.785248,22549,24459,5284,3693,4270,4074,5986,9761,10515,8536,8261,18185,17556,5030,4268,12503,
1657597238.785248,A
1657597238.787242,22554,24246,5282,3693,4273,4075,5979,9746,10510,8542,8268,18180,17544,5030,4266,12502,
1657597238.787242,A
1657597238.7882404,22552,24454,5284,3693,4273,4074,5988,9766,10524,8550,8270,18179,17538,5030,4268,12505,
1657597238.7882404,A
1657597238.7892373,22554,24452,5283,3693,4273,4075,5987,9762,10518,8557,8274,18172,17536,5029,4266,12505,
1657597238.7892373,A
1657597238.7902339,22556,24452,5284,3693,4273,4073,5980,9749,10516,8557,8269,18173,17540,5028,4265,12505,
1657597238.7902339,A
1657597238.7912614,22548,24431,5284,3694,4273,4075,5972,9744,10511,8540,8294,18169,17537,5032,4266,12506,
1657597238.7912614,A
1657597238.7922564,22552,24456,5286,3693,4272,4074,5981,9748,10509,8541,8273,18157,17524,5029,4268,12505,
1657597238.7922564,A
1657597238.7932544,22557,24446,5283,3695,4272,4073,5977,9758,10504,8536,8273,18169,17530,5030,4267,12504,
1657597238.7932544,A
1657597238.7942502,22551,24457,5284,3694,4270,4074,5978,9760,10513,8546,8264,18168,17525,5030,4266,12506,
1657597238.7942502,A
1657597238.7952592,22549,24451,5281,3694,4270,4071,5974,9742,10504,8531,8275,18176,17532,5031,4267,12505,
1657597238.7952592,A
1657597238.7962484,22552,24229,5284,3692,4269,4074,5976,9758,10513,8543,8264,18177,17530,5029,4268,12505,
1657597238.7962484,A
1657597238.797216,22554,24501,5284,3694,4272,4072,5985,9764,10496,8540,8255,18162,17514,5028,4266,12504,
1657597238.797216,A
1657597238.7982135,22551,24247,5283,3693,4273,4073,5971,9739,10497,8536,8266,18156,17512,5030,4268,12634,
1657597238.7982135,A
1657597238.7992105,22550,24452,5282,3695,4271,4074,5978,9755,10535,8544,8273,18145,17521,5027,4266,12506,
1657597238.7992105,A
1657597238.801205,22558,24454,5279,3696,4272,4074,5984,9754,10493,8548,8260,18142,17577,5028,4266,12503,
1657597238.801205,A
